,tenantid,Demand Count,Total Demand Amount,Demand Collected,Total No. of Payments,Total Payment Amount Collected,Total No. of consumers
27,Muzaffarpurbandrahatthawbf,70,2100.0,0.0,0.0,0.0,70
28,Muzaffarpurbandrahatthawbg,135,4050.0,0.0,0.0,0.0,135
29,Muzaffarpurbandramunnibangriwab,312,9360.0,30.0,1.0,30.0,104
30,Muzaffarpurbandramunnibangriwac,375,11250.0,0.0,0.0,0.0,125
31,Muzaffarpurbandramunnibangriwad,192,5760.0,0.0,0.0,0.0,64
32,Muzaffarpurbandramunnibangriwae,363,10890.0,1080.0,18.0,1080.0,121
33,Muzaffarpurbandramunnibangriwaf,216,6480.0,2850.0,95.0,2850.0,108
34,Muzaffarpurbandramunnibangriwag,69,2070.0,0.0,0.0,0.0,69
35,Muzaffarpurbandramunnibangriwah,516,15480.0,0.0,0.0,0.0,172
36,Muzaffarpurbandramunnibangriwai,186,5580.0,0.0,0.0,0.0,93
37,Muzaffarpurbandramunnibangriwaj,234,7020.0,0.0,0.0,0.0,78
38,Muzaffarpurbandramunnibangriwba,471,14130.0,0.0,0.0,0.0,157
39,Muzaffarpurbandramunnibangriwbb,432,12960.0,0.0,0.0,0.0,144
40,Muzaffarpurbandramunnibangriwbc,282,8460.0,30.0,1.0,30.0,94
41,Muzaffarpurbandramunnibangriwbd,385,11550.0,0.0,0.0,0.0,129
42,Muzaffarpurbandranunfarawab,483,14490.0,510.0,9.0,510.0,161
43,Muzaffarpurbandranunfarawac,671,20310.0,1890.0,23.0,1890.0,170
44,Muzaffarpurbandranunfarawad,581,17480.0,6695.0,107.0,6735.0,146
45,Muzaffarpurbandranunfarawae,344,10320.0,0.0,0.0,0.0,86
46,Muzaffarpurbandranunfarawaf,504,15120.0,0.0,0.0,0.0,126
47,Muzaffarpurbandranunfarawag,213,6390.0,0.0,0.0,0.0,213
48,Muzaffarpurbandranunfarawah,660,19800.0,30.0,1.0,30.0,165
49,Muzaffarpurbandranunfarawai,480,14400.0,0.0,0.0,0.0,120
50,Muzaffarpurbandranunfarawaj,243,7290.0,0.0,0.0,0.0,81
51,Muzaffarpurbandranunfarawba,656,19680.0,0.0,0.0,0.0,164
52,Muzaffarpurbandranunfarawbb,414,12840.0,4080.0,34.0,4080.0,105
53,Muzaffarpurbandranunfarawbc,387,11610.0,0.0,0.0,0.0,129
54,Muzaffarpurbandrapatsarawab,98,2940.0,0.0,0.0,0.0,98
55,Muzaffarpurbandrapatsarawac,60,1800.0,0.0,0.0,0.0,30
56,Muzaffarpurbandrapatsarawad,300,9000.0,0.0,0.0,0.0,150
57,Muzaffarpurbandrapatsarawae,113,3390.0,0.0,0.0,0.0,113
58,Muzaffarpurbandrapatsarawaf,294,8820.0,0.0,0.0,0.0,98
59,Muzaffarpurbandrapatsarawag,506,15300.0,3120.0,48.0,3440.0,130
60,Muzaffarpurbandrapatsarawah,168,5040.0,60.0,1.0,60.0,84
61,Muzaffarpurbandrapatsarawai,932,27960.0,110.0,3.0,110.0,233
62,Muzaffarpurbandrapatsarawaj,384,11520.0,0.0,0.0,0.0,96
63,Muzaffarpurbandrapatsarawba,168,5040.0,660.0,11.0,660.0,84
64,Muzaffarpurbandrapatsarawbb,56,1680.0,61.0,3.0,61.0,57
65,Muzaffarpurbandrapatsarawbc,216,6480.0,30.0,1.0,30.0,216
66,Muzaffarpurbandrapatsarawbd,108,3240.0,0.0,0.0,0.0,108
67,Muzaffarpurbandrapirapurwab,575,17250.0,0.0,0.0,0.0,115
68,Muzaffarpurbandrapirapurwac,528,15840.0,90.0,2.0,90.0,88
69,Muzaffarpurbandrapirapurwad,585,17550.0,30.0,1.0,30.0,117
70,Muzaffarpurbandrapirapurwae,621,19260.0,660.0,4.0,660.0,106
71,Muzaffarpurbandrapirapurwag,864,25920.0,60.0,1.0,60.0,144
72,Muzaffarpurbandrapirapurwah,880,26400.0,5780.0,56.0,5780.0,176
73,Muzaffarpurbandrapirapurwai,987,30300.0,18110.0,306.0,18110.0,165
74,Muzaffarpurbandrapirapurwaj,1212,36360.0,120.0,1.0,120.0,202
75,Muzaffarpurbandrapirapurwba,861,24940.0,10970.0,153.0,11860.0,150
76,Muzaffarpurbandrapirapurwbb,720,21600.0,90.0,2.0,90.0,120
77,Muzaffarpurbandrapirapurwbc,852,25520.0,8530.0,113.0,8570.0,142
78,Muzaffarpurbandrapirapurwbd,732,21960.0,120.0,1.0,120.0,122
79,Muzaffarpurbandrarampurdayalwab,480,14400.0,240.0,2.0,240.0,80
80,Muzaffarpurbandrarampurdayalwac,929,27870.0,6000.0,42.0,6000.0,154
81,Muzaffarpurbandrarampurdayalwad,240,7200.0,0.0,0.0,0.0,48
82,Muzaffarpurbandrarampurdayalwae,444,13320.0,0.0,0.0,0.0,74
83,Muzaffarpurbandrarampurdayalwaf,636,19080.0,0.0,0.0,0.0,159
84,Muzaffarpurbandrarampurdayalwah,858,25740.0,5760.0,54.0,5760.0,143
85,Muzaffarpurbandrarampurdayalwai,1104,33120.0,1020.0,10.0,1020.0,184
86,Muzaffarpurbandrarampurdayalwaj,389,11670.0,120.0,2.0,120.0,65
87,Muzaffarpurbandrarampurdayalwba,308,9240.0,2070.0,18.0,2070.0,77
88,Muzaffarpurbandrarampurdayalwbb,1146,34380.0,240.0,4.0,240.0,191
89,Muzaffarpurbandrarampurdayalwbc,984,29520.0,30.0,1.0,30.0,164
90,Muzaffarpurbandrarampurdayalwbd,1194,35820.0,8750.0,96.0,8750.0,199
91,Muzaffarpurbandrasundarpurratwarawab,280,8400.0,0.0,0.0,0.0,140
92,Muzaffarpurbandrasundarpurratwarawac,212,6360.0,0.0,0.0,0.0,106
93,Muzaffarpurbandrasundarpurratwarawad,180,5400.0,0.0,0.0,0.0,89
94,Muzaffarpurbandrasundarpurratwarawah,128,3840.0,0.0,0.0,0.0,128
95,Muzaffarpurbandrasundarpurratwarawaj,296,8880.0,30.0,1.0,30.0,148
96,Muzaffarpurbandrasundarpurratwarawba,295,8770.0,3490.0,100.0,3570.0,176
97,Muzaffarpurbandrasundarpurratwarawbb,208,6240.0,0.0,0.0,0.0,104
98,Muzaffarpurbandrasundarpurratwarawbc,96,2880.0,0.0,0.0,0.0,96
99,Muzaffarpurbandrasundarpurratwarawbd,174,2910.0,2310.0,39.0,4620.0,87
100,Muzaffarpurbandrasundarpurratwarawbe,170,5100.0,0.0,0.0,0.0,85
101,Muzaffarpurbandratepariwab,123,3690.0,0.0,0.0,0.0,123
102,Muzaffarpurbandratepariwac,264,8010.0,1170.0,20.0,1170.0,89
103,Muzaffarpurbandratepariwad,102,3060.0,300.0,10.0,300.0,103
104,Muzaffarpurbandratepariwae,252,7560.0,0.0,0.0,0.0,84
105,Muzaffarpurbandratepariwag,330,9900.0,0.0,0.0,0.0,165
106,Muzaffarpurbandratepariwah,272,8160.0,0.0,0.0,0.0,136
107,Muzaffarpurbandratepariwai,385,11550.0,0.0,0.0,0.0,129
108,Muzaffarpurbandratepariwaj,138,4140.0,880.0,30.0,880.0,69
109,Muzaffarpurbandratepariwba,98,2850.0,150.0,5.0,240.0,98
110,Muzaffarpurbandratepariwbb,309,9270.0,30.0,1.0,30.0,108
111,Muzaffarpurbandratepariwbc,74,2220.0,30.0,1.0,30.0,75
112,Muzaffarpurbandratepariwbd,211,6330.0,0.0,0.0,0.0,211
113,Muzaffarpurbandratepariwbe,447,13410.0,0.0,0.0,0.0,149
114,Muzaffarpurbandratepariwbf,429,12870.0,0.0,0.0,0.0,143
115,Muzaffarpurmoraulbishanpurbakhriwad,174,5220.0,120.0,3.0,120.0,87
116,Muzaffarpurmoraulbishanpurbakhriwae,372,11160.0,180.0,4.0,180.0,93
117,Muzaffarpurmoraulbishanpurbakhriwah,97,2910.0,30.0,1.0,30.0,97
118,Muzaffarpurmoraulbishanpurbakhriwai,169,5010.0,3780.0,103.0,3840.0,87
119,Muzaffarpurmoraulbishanpurbakhriwaj,372,11160.0,9780.0,196.0,9780.0,124
120,Muzaffarpurmoraulbishanpurbakhriwbb,136,4080.0,0.0,0.0,0.0,136
121,Muzaffarpurmoraulbishanpurbakhriwbe,194,5820.0,60.0,2.0,60.0,97
122,Muzaffarpurmoraulbishanpurbakhriwbf,288,8520.0,1740.0,32.0,1920.0,96
123,Muzaffarpurmoraulbishanpurshreeramwac,82,2460.0,450.0,15.0,450.0,82
124,Muzaffarpurmoraulbishanpurshreeramwbb,119,3570.0,150.0,5.0,150.0,119
125,Muzaffarpurmoraulbishanpurshreeramwbe,41,1230.0,750.0,25.0,750.0,41
126,Muzaffarpurmoraulharsingpurlautanwab,3,90.0,90.0,4.0,240.0,48
127,Muzaffarpurmoraulharsingpurlautanwac,252,7560.0,4060.0,70.0,4060.0,84
128,Muzaffarpurmoraulharsingpurlautanwad,444,12990.0,7170.0,204.0,7500.0,148
129,Muzaffarpurmoraulharsingpurlautanwae,249,7470.0,120.0,4.0,120.0,83
130,Muzaffarpurmoraulharsingpurlautanwag,122,3660.0,360.0,12.0,360.0,122
131,Muzaffarpurmoraulharsingpurlautanwbb,309,9270.0,2090.0,55.0,2090.0,103
132,Muzaffarpurmoraulharsingpurlautanwbd,99,2970.0,1020.0,33.0,1020.0,33
133,Muzaffarpurmoraulitaharasulnagarwab,84,2520.0,0.0,0.0,0.0,84
134,Muzaffarpurmoraulitaharasulnagarwac,190,5700.0,2810.0,84.0,2810.0,95
135,Muzaffarpurmoraulitaharasulnagarwae,51,1530.0,30.0,1.0,30.0,51
136,Muzaffarpurmoraulitaharasulnagarwaf,284,8520.0,1560.0,52.0,1560.0,142
137,Muzaffarpurmoraulitaharasulnagarwag,214,6420.0,30.0,1.0,30.0,107
138,Muzaffarpurmoraulitaharasulnagarwah,220,6600.0,30.0,1.0,30.0,110
139,Muzaffarpurmoraulitaharasulnagarwai,156,4680.0,0.0,0.0,0.0,156
140,Muzaffarpurmoraulitaharasulnagarwaj,105,3150.0,2400.0,80.0,2400.0,105
141,Muzaffarpurmoraulitaharasulnagarwbb,80,2400.0,30.0,1.0,30.0,80
142,Muzaffarpurmoraulitaharasulnagarwbc,216,6480.0,3480.0,88.0,3480.0,108
143,Muzaffarpurmoraulitaharasulnagarwbe,214,6420.0,960.0,18.0,960.0,107
144,Muzaffarpurmoraulmahmadpurbadalwab,82,2280.0,60.0,2.0,240.0,82
145,Muzaffarpurmoraulmahmadpurbadalwac,129,3780.0,90.0,3.0,180.0,130
146,Muzaffarpurmoraulmahmadpurbadalwad,32,900.0,60.0,2.0,120.0,32
147,Muzaffarpurmoraulmahmadpurbadalwae,62,1770.0,30.0,1.0,120.0,62
148,Muzaffarpurmoraulmahmadpurbadalwba,74,2220.0,120.0,4.0,120.0,74
149,Muzaffarpurmoraulmahmadpurbadalwbc,98,2910.0,90.0,2.0,120.0,49
150,Muzaffarpurmoraulmahmadpurbadalwbd,104,2550.0,780.0,26.0,1350.0,104
151,Muzaffarpurmoraulmeerapurwac,91,-510.0,720.0,24.0,3960.0,93
152,Muzaffarpurmoraulmeerapurwaf,102,2880.0,120.0,4.0,300.0,102
153,Muzaffarpurmoraulmeerapurwah,153,4500.0,30.0,1.0,120.0,153
154,Muzaffarpurmoraulmeerapurwaj,128,3810.0,120.0,3.0,150.0,64
155,Muzaffarpurmoraulmeerapurwbe,1,30.0,0.0,0.0,0.0,139
156,Muzaffarpurmoraulpilkhigajpattiwab,294,8730.0,210.0,3.0,300.0,98
157,Muzaffarpurmoraulpilkhigajpattiwad,122,3660.0,0.0,0.0,0.0,122
158,Muzaffarpurmoraulpilkhigajpattiwaf,93,2550.0,30.0,1.0,270.0,93
159,Muzaffarpurmoraulpilkhigajpattiwah,87,2250.0,210.0,7.0,570.0,87
160,Muzaffarpurmoraulpilkhigajpattiwai,114,2370.0,1290.0,43.0,2340.0,114
161,Muzaffarpurmoraulpilkhigajpattiwaj,181,5400.0,30.0,1.0,60.0,181
162,Muzaffarpurmoraulpilkhigajpattiwba,89,2310.0,360.0,12.0,720.0,89
163,Muzaffarpurmoraulpilkhigajpattiwbb,67,40.0,750.0,25.0,2720.0,67
164,Muzaffarpurmoraulpilkhigajpattiwbc,324,9360.0,390.0,8.0,750.0,108
165,Muzaffarpurmoraulpilkhigajpattiwbd,77,2070.0,150.0,5.0,390.0,77
166,Muzaffarpurmoraulpilkhigajpattiwbe,81,2220.0,150.0,5.0,360.0,81
167,Muzaffarpurmoraulsadiqpurmuraulwac,54,1620.0,480.0,16.0,480.0,54
168,Muzaffarpurmoraulsadiqpurmuraulwad,165,4950.0,210.0,5.0,210.0,55
169,Muzaffarpurmoraulsadiqpurmuraulwai,261,7830.0,1020.0,18.0,1020.0,87
170,Muzaffarpurmoraulvidhyajhanpwab,222,6660.0,3600.0,61.0,3600.0,111
171,Muzaffarpurmoraulvidhyajhanpwac,628,18950.0,4290.0,96.0,4290.0,108
172,Muzaffarpurmoraulvidhyajhanpwad,590,17700.0,8370.0,252.0,8370.0,118
173,Muzaffarpurmoraulvidhyajhanpwae,376,11280.0,4260.0,48.0,4260.0,94
174,Muzaffarpurmoraulvidhyajhanpwag,618,18240.0,14070.0,405.0,14370.0,103
175,Muzaffarpurmoraulvidhyajhanpwah,594,17820.0,910.0,11.0,910.0,149
176,Muzaffarpurmoraulvidhyajhanpwai,640,19200.0,15900.0,269.0,15900.0,128
177,Muzaffarpursakrabajibuzurgwac,175,5250.0,540.0,18.0,540.0,173
178,Muzaffarpursakrabajibuzurgwad,110,3300.0,480.0,16.0,480.0,110
179,Muzaffarpursakrabajibuzurgwaf,116,3480.0,0.0,0.0,0.0,116
180,Muzaffarpursakrabajibuzurgwah,66,1980.0,0.0,0.0,0.0,113
181,Muzaffarpursakrabajibuzurgwai,260,7800.0,0.0,0.0,0.0,130
182,Muzaffarpursakrabajibuzurgwaj,302,9060.0,0.0,0.0,0.0,151
183,Muzaffarpursakrabajibuzurgwba,74,2220.0,210.0,7.0,210.0,74
184,Muzaffarpursakrabajibuzurgwbc,238,7140.0,60.0,2.0,60.0,119
185,Muzaffarpursakrabajibuzurgwbd,118,3540.0,0.0,0.0,0.0,118
186,Muzaffarpursakrabajibuzurgwbe,286,8580.0,0.0,0.0,0.0,143
187,Muzaffarpursakrabajibuzurgwbf,220,6600.0,60.0,1.0,60.0,110
188,Muzaffarpursakraberuadihwac,97,2910.0,0.0,0.0,0.0,97
189,Muzaffarpursakraberuadihwbc,68,2040.0,0.0,0.0,0.0,69
190,Muzaffarpursakrabhartipurwab,456,13680.0,270.0,3.0,270.0,152
191,Muzaffarpursakrabhartipurwad,280,11290.0,1810.0,29.0,1820.0,181
192,Muzaffarpursakrabhartipurwae,178,5340.0,60.0,2.0,60.0,178
193,Muzaffarpursakrabhartipurwaf,318,9540.0,270.0,9.0,270.0,159
194,Muzaffarpursakrabhartipurwag,298,8940.0,60.0,1.0,60.0,149
195,Muzaffarpursakrabhartipurwah,948,28440.0,2910.0,31.0,2910.0,237
196,Muzaffarpursakrabhartipurwai,181,5430.0,1620.0,54.0,1620.0,181
197,Muzaffarpursakrabhartipurwaj,620,18600.0,390.0,5.0,390.0,155
198,Muzaffarpursakrabhartipurwba,114,3420.0,1530.0,17.0,1530.0,38
199,Muzaffarpursakrachandanpattiwab,411,12330.0,7260.0,122.0,7260.0,137
200,Muzaffarpursakrachandanpattiwae,91,2730.0,0.0,0.0,0.0,92
201,Muzaffarpursakrachandanpattiwag,585,17590.0,5380.0,139.0,5670.0,149
202,Muzaffarpursakrachandanpattiwah,437,13230.0,6990.0,187.0,6990.0,147
203,Muzaffarpursakrachandanpattiwai,464,13920.0,4710.0,143.0,4710.0,116
204,Muzaffarpursakrachandanpattiwaj,522,15360.0,7410.0,161.0,7860.0,174
205,Muzaffarpursakrachandanpattiwba,262,7860.0,3360.0,96.0,3360.0,131
206,Muzaffarpursakrachandanpattiwbb,300,9000.0,5520.0,164.0,5520.0,150
207,Muzaffarpursakrachandanpattiwbc,75,2250.0,1650.0,55.0,1650.0,75
208,Muzaffarpursakrachandanpattiwbd,112,3360.0,0.0,0.0,0.0,113
209,Muzaffarpursakradihuliishakwad,106,3180.0,840.0,28.0,840.0,107
210,Muzaffarpursakradihuliishakwae,364,10920.0,0.0,0.0,0.0,182
211,Muzaffarpursakradihuliishakwaj,35,1050.0,0.0,0.0,0.0,35
212,Muzaffarpursakradihuliishakwbc,88,2640.0,0.0,0.0,0.0,88
213,Muzaffarpursakradihuliishakwbd,330,9900.0,660.0,11.0,660.0,110
214,Muzaffarpursakradubhabuzurgwaj,352,10380.0,1860.0,62.0,1860.0,118
215,Muzaffarpursakragannipurbejhawac,96,2880.0,0.0,0.0,0.0,96
216,Muzaffarpursakragannipurbejhawad,87,2610.0,0.0,0.0,0.0,87
217,Muzaffarpursakragannipurbejhawag,145,4350.0,900.0,30.0,900.0,145
218,Muzaffarpursakragannipurbejhawah,456,13680.0,90.0,2.0,90.0,152
219,Muzaffarpursakragannipurbejhawaj,306,9180.0,60.0,2.0,60.0,153
220,Muzaffarpursakragannipurbejhawbb,188,5640.0,180.0,6.0,180.0,188
221,Muzaffarpursakragauriharkhaliknagarwac,111,3330.0,0.0,0.0,0.0,111
222,Muzaffarpursakragauriharkhaliknagarwaf,120,3600.0,0.0,0.0,0.0,120
223,Muzaffarpursakragauriharkhaliknagarwah,82,2460.0,0.0,0.0,0.0,82
224,Muzaffarpursakraharlochanpurwab,191,5730.0,0.0,0.0,0.0,191
225,Muzaffarpursakraharlochanpurwad,83,2490.0,0.0,0.0,0.0,83
226,Muzaffarpursakraharlochanpurwae,112,3360.0,0.0,0.0,0.0,112
227,Muzaffarpursakraharlochanpurwah,120,3600.0,0.0,0.0,0.0,120
228,Muzaffarpursakraharlochanpurwai,74,2220.0,0.0,0.0,0.0,74
229,Muzaffarpursakraharlochanpurwbb,137,4110.0,1500.0,50.0,1500.0,137
230,Muzaffarpursakraharlochanpurwbc,378,11340.0,0.0,0.0,0.0,126
231,Muzaffarpursakraharlochanpurwbe,175,5250.0,0.0,0.0,0.0,175
232,Muzaffarpursakrajagdishpurbaghnagariwab,1246,37380.0,2910.0,30.0,2910.0,156
233,Muzaffarpursakrajagdishpurbaghnagariwac,768,23040.0,840.0,10.0,840.0,96
234,Muzaffarpursakrajagdishpurbaghnagariwad,882,26460.0,5490.0,46.0,5490.0,126
235,Muzaffarpursakrajagdishpurbaghnagariwaf,752,22530.0,7260.0,115.0,7290.0,94
236,Muzaffarpursakrajagdishpurbaghnagariwag,95,2850.0,90.0,3.0,90.0,95
237,Muzaffarpursakrajagdishpurbaghnagariwah,1022,30690.0,15220.0,182.0,16210.0,115
238,Muzaffarpursakrajagdishpurbaghnagariwai,630,18630.0,3780.0,78.0,4050.0,90
239,Muzaffarpursakrajagdishpurbaghnagariwba,106,3180.0,0.0,0.0,0.0,106
240,Muzaffarpursakrajagdishpurbaghnagariwbb,126,3780.0,0.0,0.0,0.0,126
241,Muzaffarpursakrajagdishpurbaghnagariwbc,184,5520.0,60.0,2.0,60.0,92
242,Muzaffarpursakrajagdishpurbaghnagariwbe,330,9900.0,780.0,11.0,780.0,110
243,Muzaffarpursakrakatesharwab,129,3870.0,30.0,1.0,30.0,129
244,Muzaffarpursakrakatesharwah,96,2880.0,30.0,1.0,30.0,96
245,Muzaffarpursakrakatesharwba,100,3000.0,0.0,0.0,0.0,100
246,Muzaffarpursakrakatesharwbb,101,3030.0,0.0,0.0,0.0,101
247,Muzaffarpursakrakeshopurwad,345,10350.0,8040.0,181.0,8040.0,116
248,Muzaffarpursakrakeshopurwae,214,6420.0,30.0,1.0,30.0,107
249,Muzaffarpursakrakeshopurwai,146,4380.0,690.0,23.0,690.0,146
250,Muzaffarpursakrakeshopurwba,304,9120.0,0.0,0.0,0.0,152
251,Muzaffarpursakrakeshopurwbb,105,3150.0,3030.0,99.0,3030.0,103
252,Muzaffarpursakrakeshopurwbd,141,4230.0,0.0,0.0,0.0,142
253,Muzaffarpursakrakeshopurwbe,474,14220.0,60.0,2.0,60.0,158
254,Muzaffarpursakramachhahiwbd,387,12280.0,2700.0,82.0,2700.0,193
255,Muzaffarpursakramajhauliyawab,1015,44545.0,25159.0,463.0,25639.0,132
256,Muzaffarpursakramajhauliyawac,881,30610.0,18745.0,166.0,19300.0,111
257,Muzaffarpursakramajhauliyawad,879,39575.0,11690.0,174.0,11795.0,123
258,Muzaffarpursakramajhauliyawae,340,25380.0,7720.0,175.0,7750.0,151
259,Muzaffarpursakramajhauliyawag,352,16010.0,2400.0,36.0,2400.0,153
260,Muzaffarpursakramajhauliyawah,136,4720.0,1180.0,35.0,1180.0,127
261,Muzaffarpursakramajhauliyawai,985,33540.0,11320.0,171.0,13510.0,123
262,Muzaffarpursakramajhauliyawaj,426,24030.0,4230.0,59.0,4260.0,151
263,Muzaffarpursakramajhauliyawba,914,34370.0,13650.0,98.0,15000.0,125
264,Muzaffarpursakramajhauliyawbb,683,27040.0,19775.0,170.0,19895.0,101
265,Muzaffarpursakramajhauliyawbc,1269,74365.0,21880.0,180.0,21880.0,156
266,Muzaffarpursakramajhauliyawbd,871,13290.0,10770.0,145.0,16090.0,115
267,Muzaffarpursakramajhauliyawbe,848,35370.0,13810.0,66.0,13870.0,106
268,Muzaffarpursakramajhauliyawbf,702,26290.0,11400.0,201.0,12570.0,137
269,Muzaffarpursakramarwanurfajijnagarwab,143,4290.0,0.0,0.0,0.0,143
270,Muzaffarpursakramarwanurfajijnagarwae,196,5880.0,0.0,0.0,0.0,98
271,Muzaffarpursakramarwanurfajijnagarwag,156,4680.0,0.0,0.0,0.0,78
272,Muzaffarpursakramarwanurfajijnagarwah,1,30.0,0.0,0.0,0.0,113
273,Muzaffarpursakramarwanurfajijnagarwba,100,3000.0,0.0,0.0,0.0,100
274,Muzaffarpursakramarwanurfajijnagarwbb,178,5340.0,0.0,0.0,0.0,89
275,Muzaffarpursakramarwanurfajijnagarwbc,215,6450.0,0.0,0.0,0.0,215
276,Muzaffarpursakramarwanurfajijnagarwbe,208,6240.0,0.0,0.0,0.0,104
277,Muzaffarpursakramishrauliyawab,114,3420.0,0.0,0.0,0.0,114
278,Muzaffarpursakramishrauliyawaf,109,3270.0,0.0,0.0,0.0,109
279,Muzaffarpursakramishrauliyawah,98,2940.0,0.0,0.0,0.0,98
280,Muzaffarpursakramishrauliyawbb,147,4410.0,0.0,0.0,0.0,147
281,Muzaffarpursakramishrauliyawbd,264,7920.0,0.0,0.0,0.0,132
282,Muzaffarpursakramishrauliyawbe,167,5010.0,0.0,0.0,0.0,167
283,Muzaffarpursakramishrauliyawbf,153,4590.0,30.0,1.0,30.0,153
284,Muzaffarpursakramishrauliyawbg,220,6600.0,180.0,3.0,180.0,110
285,Muzaffarpursakramishrauliyawbh,282,8260.0,5610.0,154.0,5840.0,94
286,Muzaffarpursakraraghunathpurdonmawab,339,10170.0,120.0,4.0,120.0,113
287,Muzaffarpursakraraghunathpurdonmawac,99,2970.0,0.0,0.0,0.0,99
288,Muzaffarpursakraraghunathpurdonmawad,240,7200.0,30.0,1.0,30.0,121
289,Muzaffarpursakraraghunathpurdonmawah,192,5760.0,60.0,2.0,60.0,96
290,Muzaffarpursakraraghunathpurdonmawbb,92,2760.0,0.0,0.0,0.0,92
291,Muzaffarpursakraraghunathpurdonmawbc,61,1830.0,0.0,0.0,0.0,61
292,Muzaffarpursakraraghunathpurdonmawbe,66,1980.0,60.0,2.0,60.0,33
293,Muzaffarpursakrarajapakarwab,140,4200.0,120.0,4.0,120.0,70
294,Muzaffarpursakrarajapakarwac,240,7200.0,0.0,0.0,0.0,120
295,Muzaffarpursakrarajapakarwae,52,1560.0,0.0,0.0,0.0,52
296,Muzaffarpursakrarajapakarwaf,105,3150.0,30.0,1.0,30.0,105
297,Muzaffarpursakrarajapakarwag,138,4140.0,0.0,0.0,0.0,138
298,Muzaffarpursakrarajapakarwah,208,6240.0,0.0,0.0,0.0,104
299,Muzaffarpursakrarajapakarwai,56,1680.0,0.0,0.0,0.0,56
300,Muzaffarpursakrarajapakarwba,74,2220.0,30.0,1.0,30.0,74
301,Muzaffarpursakrarajapakarwbb,258,7740.0,0.0,0.0,0.0,129
302,Muzaffarpursakrarajapakarwbd,148,4440.0,1920.0,64.0,1920.0,74
303,Muzaffarpursakrarajapakarwbe,226,6780.0,30.0,1.0,30.0,113
304,Muzaffarpursakrarampurkrishnawab,196,5880.0,0.0,0.0,0.0,98
305,Muzaffarpursakrarampurkrishnawac,152,4560.0,60.0,2.0,60.0,76
306,Muzaffarpursakrarampurkrishnawad,85,2550.0,0.0,0.0,0.0,85
307,Muzaffarpursakrarampurkrishnawae,40,1200.0,0.0,0.0,0.0,49
308,Muzaffarpursakrarampurkrishnawai,80,2400.0,0.0,0.0,0.0,80
309,Muzaffarpursakrarampurkrishnawba,70,2100.0,0.0,0.0,0.0,70
310,Muzaffarpursakrarampurkrishnawbb,53,1590.0,0.0,0.0,0.0,53
311,Muzaffarpursakrarampurkrishnawbd,101,3030.0,0.0,0.0,0.0,101
312,Muzaffarpursakrarampurkrishnawbe,107,3210.0,30.0,1.0,30.0,107
313,Muzaffarpursakrarampurmaniwab,157,4710.0,0.0,0.0,0.0,157
314,Muzaffarpursakrarampurmaniwac,70,2100.0,0.0,0.0,0.0,70
315,Muzaffarpursakrarampurmaniwai,70,2100.0,0.0,0.0,0.0,70
316,Muzaffarpursakrarampurmaniwba,96,2880.0,0.0,0.0,0.0,96
